GoldID	Score	Name	Formula	(Score,Rank)	DCG	nDCG
316	1	centripetal acceleration	\mathbf{\ddot{r}}_{\text{Earth}}=Gm_{\text{Sun}}r_{\text{Earth},\text{Sun}}^{-%2}\hat{\mathbf{r}}_{\text{Earth},\text{Sun}}			
317	0	centripetal force	N=mg\,			
317	0	centripetal force	\vec{F}=m\vec{g}			
317	0	centripetal force	\theta=\tan^{-1}\bigg(\frac{\text{Rise}}{\text{Run}}\bigg)\,			
317	0	centripetal force	\text{MA}=\frac{F_{w}}{F_{i}}=\frac{1}{\sin\theta}\,			
317	0	centripetal force	\phi=\tan^{-1}\mu\,			
317	0	centripetal force	MA=\frac{F_{B}}{F_{A}}=\frac{a}{b}.			
317	0	centripetal force	\mathbf{F}=q\mathbf{E}			
317	0	centripetal force	\mathbf{F}=m\mathbf{a}			
317	0	centripetal force	\frac{d\mathbf{p}_{i}}{dt}=\mathbf{F}_{E}+\sum_{i\neq j}\mathbf{F}_{ij}\,\!			
317	0	centripetal force	F\left(t\right)=-kx\left(t\right)			
318	0	circumference	V=\frac{1}{3}h(x_{1}^{2}+x_{1}x_{2}+x_{2}^{2}).			
318	0	circumference	\theta=\frac{s}{r}			
318	2	circumference	C=2\pi r=\pi d.\,			
318	0	circumference	\pi=\frac{C}{d}			
318	0	circumference	{C}=\pi\cdot{d}=2\pi\cdot{r}.\!			
318	0	circumference	s=60\times m			
318	0	circumference	C=\pi(a+b)\left[1+\sum_{n=1}^{\infty}\left(\frac{(2n-1)!!}{2^{n}n!}\right)^{2}%\frac{h^{n}}{(2n-1)^{2}}\right].			
318	0	circumference	23^{\circ}=23\cdot\frac{\pi}{180^{\circ}}\approx 0.4014\text{ rad}			
318	0	circumference	\ell=\pi\cdot 2r			
319	0	conservation of energy	n=1			
319	0	conservation of energy	U=k{x}^{2}/2.			
319	1	conservation of energy	0=\Delta E_{1}-\Delta E_{2}\,			
319	1	conservation of energy	0=\Delta E_{1}-\Delta E_{2}			
319	0	conservation of energy	E=\frac{mc^{2}}{\sqrt{1-\frac{v^{2}}{c^{2}}}}.			
319	0	conservation of energy	E=h\nu			
319	0	conservation of energy	E=\frac{p^{2}}{2m}			
319	0	conservation of energy	U=0			
319	0	conservation of energy	n_{i}=0,1,2,\dots\quad(\text{the energy level in dimension }i).			
319	0	conservation of energy	d\left(\frac{1}{2}v^{2}\right)=vdv=vv_{\text{e}}dm/m=\frac{1}{2}\left(v_{\text%{e}}^{2}-(v-v_{\text{e}})^{2}+v^{2}\right)dm/m			
320	0	conservation of momentum	E=\frac{p^{2}}{2m}			
320	1	conservation of momentum	\sum{\Delta{\vec{p}}}=\Delta{\vec{p}_{1,2}}+\Delta{\vec{p}_{2,1}}=0			
320	1	conservation of momentum	m_{1}u_{1}+m_{2}u_{2}=m_{1}v_{1}+m_{2}v_{2}.			
320	0	conservation of momentum	\mathbf{P}=\left(\frac{E}{c},\mathbf{p}\right)\,.			
320	0	conservation of momentum	\mathbf{p}=m\mathbf{v}			
320	0	conservation of momentum	\mathbf{L}=\mathbf{r}\times\mathbf{p}			
320	0	conservation of momentum	\scriptstyle\mathbf{L}=\hbar			
320	0	conservation of momentum	p=\frac{mv}{\sqrt{1-\frac{v^{2}}{c^{2}}}}			
320	0	conservation of momentum	p=mv.			
320	0	conservation of momentum	\frac{d}{dt}\left(\frac{\partial\mathcal{L}}{\partial\dot{q}_{j}}\right)-\frac%{\partial\mathcal{L}}{\partial q_{j}}=0\,.			
321	1	damping	\zeta=\frac{1}{2\sqrt{K_{p}K_{v}RC}}			
321	0	damping	\frac{\langle E(s)\rangle}{A}=-\frac{\hbar c^{1-s}\pi^{2-s}}{2a^{3-s}}\frac{1}%{3-s}\sum_{n}|n|^{3-s}.			
321	0	damping	\frac{c}{v_{g}}=n+\omega\frac{\partial n}{\partial\omega}.			
321	0	damping	U=\frac{1}{2}kx^{2}.			
321	2	damping	\zeta=\frac{c}{2\sqrt{mk}}			
321	0	damping	Q=2\pi\times\frac{\text{Energy stored}}{\text{Energy lost per cycle}}.			
321	0	damping	\tau_{2}=CR_{2}			
321	1	damping	\zeta=\frac{1}{2\omega_{n}\tau_{1}}+\frac{\omega_{n}\tau_{2}}{2}			
321	0	damping	V_{1}=1/(1-w)			
322	0	dirac equation	Ax+By=C,\,			
322	0	dirac equation	x=-3			
322	0	dirac equation	2x+4=12			
322	0	dirac equation	C=\frac{V_{c}^{2}}{9}			
322	0	dirac equation	\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=-1			
322	0	dirac equation	E=\frac{mc^{2}}{\sqrt{1-\frac{v^{2}}{c^{2}}}}.			
322	0	dirac equation	\log(k)=s_{E}s_{N}(N+E)			
322	0	dirac equation	x^{2}-ny^{2}=1			
322	0	dirac equation	A=i\beta\alpha_{1},B=i\beta\alpha_{2},C=i\beta\alpha_{3},D=\beta\,,			
322	1	dirac equation	H=c\sqrt{\left(p-\frac{q}{c}A\right)^{2}+m^{2}c^{2}}+qA^{0}.			
323	0	dirac equation in curved spacetime	Ax+By=C,\,			
323	0	dirac equation in curved spacetime	x=-3			
323	0	dirac equation in curved spacetime	2x+4=12			
323	0	dirac equation in curved spacetime	C=\frac{V_{c}^{2}}{9}			
323	0	dirac equation in curved spacetime	\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=-1			
323	0	dirac equation in curved spacetime	E=\frac{mc^{2}}{\sqrt{1-\frac{v^{2}}{c^{2}}}}.			
323	0	dirac equation in curved spacetime	\log(k)=s_{E}s_{N}(N+E)			
323	0	dirac equation in curved spacetime	x^{2}-ny^{2}=1			
323	1	dirac equation in curved spacetime	A=i\beta\alpha_{1},B=i\beta\alpha_{2},C=i\beta\alpha_{3},D=\beta\,,			
323	0	dirac equation in curved spacetime	H=c\sqrt{\left(p-\frac{q}{c}A\right)^{2}+m^{2}c^{2}}+qA^{0}.			
324	0	elastic energy	n=1			
324	2	elastic energy	U=k{x}^{2}/2.			
324	0	elastic energy	0=\Delta E_{1}-\Delta E_{2}\,			
324	0	elastic energy	0=\Delta E_{1}-\Delta E_{2}			
324	0	elastic energy	E=\frac{mc^{2}}{\sqrt{1-\frac{v^{2}}{c^{2}}}}.			
324	0	elastic energy	E=h\nu			
324	0	elastic energy	E=\frac{p^{2}}{2m}			
324	0	elastic energy	U=0			
324	0	elastic energy	n_{i}=0,1,2,\dots\quad(\text{the energy level in dimension }i).			
324	0	elastic energy	d\left(\frac{1}{2}v^{2}\right)=vdv=vv_{\text{e}}dm/m=\frac{1}{2}\left(v_{\text%{e}}^{2}-(v-v_{\text{e}})^{2}+v^{2}\right)dm/m			
325	0	electromagnetic force	N=mg\,			
325	0	electromagnetic force	\vec{F}=m\vec{g}			
325	0	electromagnetic force	\theta=\tan^{-1}\bigg(\frac{\text{Rise}}{\text{Run}}\bigg)\,			
325	0	electromagnetic force	\text{MA}=\frac{F_{w}}{F_{i}}=\frac{1}{\sin\theta}\,			
325	0	electromagnetic force	\phi=\tan^{-1}\mu\,			
325	0	electromagnetic force	MA=\frac{F_{B}}{F_{A}}=\frac{a}{b}.			
325	1	electromagnetic force	\mathbf{F}=q\mathbf{E}			
325	0	electromagnetic force	\rho b_{i}=p_{i}\,\!			
325	0	electromagnetic force	L=\frac{m}{2}\mathbf{\dot{r}}\cdot\mathbf{\dot{r}}+q\mathbf{A}\cdot\mathbf{%\dot{r}}-q\phi			
325	0	electromagnetic force	\widetilde{\Gamma}^{\mu}_{5\alpha}={1\over 2}g^{\mu\nu}k\phi^{2}(F_{\alpha\nu}%-A_{\alpha}\partial_{\nu}\ln\phi^{2})			
326	0	electrostatic force	U=-\frac{GMm}{r},			
326	0	electrostatic force	N=mg\,			
326	0	electrostatic force	\vec{F}=m\vec{g}			
326	0	electrostatic force	\theta=\tan^{-1}\bigg(\frac{\text{Rise}}{\text{Run}}\bigg)\,			
326	0	electrostatic force	\text{MA}=\frac{F_{w}}{F_{i}}=\frac{1}{\sin\theta}\,			
326	0	electrostatic force	\phi=\tan^{-1}\mu\,			
326	0	electrostatic force	MA=\frac{F_{B}}{F_{A}}=\frac{a}{b}.			
326	2	electrostatic force	\mathbf{F}=q\mathbf{E}			
326	0	electrostatic force	\mathbf{F}=m\mathbf{a}			
326	0	electrostatic force	\frac{d\mathbf{p}_{i}}{dt}=\mathbf{F}_{E}+\sum_{i\neq j}\mathbf{F}_{ij}\,\!			
327	0	energy-momentum relation	x=\frac{X}{Z}			
327	0	energy-momentum relation	cz\approx DH(t_{0})=v_{r}\ .			
327	0	energy-momentum relation	\tau=\alpha l.			
327	1	energy-momentum relation	E=\frac{p^{2}}{2m}			
327	0	energy-momentum relation	P_{0}V_{0}^{\gamma}=PV^{\gamma}=\operatorname{constant}.			
327	0	energy-momentum relation	\langle Tx,y\rangle=\langle x,Uy\rangle			
327	0	energy-momentum relation	x^{2}+y^{2}-1=0			
327	0	energy-momentum relation	L_{ij}=x_{i}p_{j}-x_{j}p_{i}\,.			
327	0	energy-momentum relation	A\subseteq B\and B\subseteq A\Rightarrow A=B			
327	0	energy-momentum relation	E=\frac{1}{2}mU_{\mathrm{ion}}^{2}=-neV_{1}			
328	2	escape velocity	v_{0}=\sqrt{\frac{2GM}{r_{0}}}.			
328	0	escape velocity	\mathbf{V}_{i}=\mathbf{V}+\boldsymbol{\omega}\times\mathbf{r}_{i}			
328	0	escape velocity	\ v_{2}=u_{2}			
328	0	escape velocity	v_{b}=\frac{C_{R}m_{a}(u_{a}-u_{b})+m_{a}u_{a}+m_{b}u_{b}}{m_{a}+m_{b}}			
328	0	escape velocity	\begin{smallmatrix}\sqrt{79.4^{2}\ +\ 62^{2}}\ =\ 100\end{smallmatrix}			
328	0	escape velocity	\tan(\theta)=u_{y}/u_{x}			
328	0	escape velocity	\boldsymbol{\omega}_{1}=\boldsymbol{\omega}_{2}			
328	0	escape velocity	Fehler:501			
328	0	escape velocity	\tfrac{1}{2}\rho u^{2}+P=\text{constant}			
328	0	escape velocity	z=\frac{\lambda_{o}}{\lambda_{e}}-1=\sqrt{\frac{1+v/c}{1-v/c}}-1\approx\frac{v%}{c}\ .			
329	0	euler-lagrange equation	Ax+By=C,\,			
329	0	euler-lagrange equation	x=-3			
329	0	euler-lagrange equation	2x+4=12			
329	0	euler-lagrange equation	C=\frac{V_{c}^{2}}{9}			
329	0	euler-lagrange equation	\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=-1			
329	0	euler-lagrange equation	E=\frac{mc^{2}}{\sqrt{1-\frac{v^{2}}{c^{2}}}}.			
329	0	euler-lagrange equation	\log(k)=s_{E}s_{N}(N+E)			
329	0	euler-lagrange equation	x^{2}-ny^{2}=1			
329	0	euler-lagrange equation	{\alpha}=\frac{\tau}{I}.			
329	0	euler-lagrange equation	x^{2}\frac{d^{2}y}{dx^{2}}+[x^{2}-n(n+1)]y=0.			
330	0	force	N=mg\,			
330	1	force	\vec{F}=m\vec{g}			
330	0	force	\theta=\tan^{-1}\bigg(\frac{\text{Rise}}{\text{Run}}\bigg)\,			
330	0	force	\text{MA}=\frac{F_{w}}{F_{i}}=\frac{1}{\sin\theta}\,			
330	0	force	\phi=\tan^{-1}\mu\,			
330	0	force	MA=\frac{F_{B}}{F_{A}}=\frac{a}{b}.			
330	1	force	\mathbf{F}=q\mathbf{E}			
330	1	force	\mathbf{F}=m\mathbf{a}			
330	1	force	\frac{d\mathbf{p}_{i}}{dt}=\mathbf{F}_{E}+\sum_{i\neq j}\mathbf{F}_{ij}\,\!			
330	1	force	F\left(t\right)=-kx\left(t\right)			
333	0	free fall	\mathbf{D}=\varepsilon_{0}\mathbf{E},\quad\mathbf{H}=\frac{1}{\mu_{0}}\mathbf{B}			
333	0	free fall	\Delta G=\Delta H-T\Delta S			
333	0	free fall	\Delta E=\frac{1}{2}\alpha_{0}\left(T-T_{0}\right)P_{x}^{2}+\frac{1}{4}\alpha_%{11}P_{x}^{4}+\frac{1}{6}\alpha_{111}P_{x}^{6}			
333	0	free fall	E=\hbar\omega=\frac{\hbar^{2}k^{2}}{2m},			
333	0	free fall	E=\frac{p^{2}}{2m}			
333	0	free fall	E=hf\,			
333	0	free fall	1-\frac{78}{79}\times(\frac{77}{78})^{78}=0.64=64\par\par\@@section{%subsection}{S3.SS7}{3.7}{3.7}{{\@tag[][]{3.7}6}}{{\@tag[][]{3.7}6}}\par			
333	0	free fall	K_{n}=\frac{2\lambda}{d}			
333	0	free fall	3\cos\Omega=1-4\cos^{2}\left[\left(\phi+\psi\right)/2\right]			
333	0	free fall	\hbar\omega_{p}/T_{e}=0.1			
334	0	frequency	t=0			
334	1	frequency	\omega_{\mathrm{n}}^{2}=\frac{k}{m}\,			
334	0	frequency	c(t)=A\cdot\sin(2\pi f_{c}t)\,			
334	0	frequency	\zeta=\frac{1}{2\sqrt{K_{p}K_{v}RC}}			
334	1	frequency	E=h\nu			
334	1	frequency	\nu(t)=\frac{1}{2\pi}\frac{d\Phi(t)}{dt}.			
334	0	frequency	p^{2}+2pq+q^{2}=1\,			
334	0	frequency	\scriptstyle\log_{2}\left(\prod_{k=1}^{n}f_{k}\right)			
334	0	frequency	|z|=1			
334	0	frequency	s=j\omega			
335	0	friction	N=mg\,			
335	0	friction	Q=0			
335	2	friction	F_{k}=\mu_{\mathrm{k}}F_{n}\,			
335	1	friction	\tan{\theta}=\mu_{\mathrm{s}}\,			
335	0	friction	\mathrm{MA}=\frac{F_{w}}{F_{i}}.\,			
335	0	friction	W_{\text{in}}=W_{\text{fric}}+W_{\text{out}}\,			
335	0	friction	\phi=\tan^{-1}\mu\,			
335	0	friction	MA=\frac{T_{B}}{T_{A}}=\frac{r_{B}}{r_{A}}.			
335	0	friction	ΔS=0			
335	0	friction	dV=0			
336	0	galilean transformation	\hat{w}_{i}=R_{i}^{j}w_{j}.			
336	0	galilean transformation	\det A=\pm 1			
336	0	galilean transformation	A^{\mu}=\frac{dU^{\mu}}{d\tau}\,.			
336	0	galilean transformation	\hat{T}_{i^{\prime}_{2}}^{i^{\prime}_{1}}=(R^{-1})_{i_{1}}^{i^{\prime}_{1}}T_{%i_{2}}^{i_{1}}R_{i^{\prime}_{2}}^{i_{2}}			
336	0	galilean transformation	\theta=\omega_{1}t-\frac{1}{2}\alpha t^{2}			
336	0	galilean transformation	\vec{y}=A\vec{x}+\vec{b}.			
336	0	galilean transformation	a_{7}^{\prime}=a_{3}\oplus a_{4}\oplus a_{5}\oplus a_{6}\oplus a_{7}\oplus 0=1%\oplus 0\oplus 0\oplus 1\oplus 1\oplus 0=1.			
336	0	galilean transformation	(i\gamma^{\mu}\partial_{\mu}^{\prime}-m)\psi^{\prime}(x^{\prime},t^{\prime})=0.			
336	0	galilean transformation	T(v)=T(a_{1}v_{1})+\cdots+T(a_{n}v_{n})=a_{1}T(v_{1})+\cdots+a_{n}T(v_{n})=a_{%1}\lambda_{1}v_{1}+\cdots+a_{n}\lambda_{n}v_{n}.			
336	0	galilean transformation	\mu=2			
337	1	generalized momentum	\frac{d}{dt}\left(\frac{\partial\mathcal{L}}{\partial\dot{q}_{j}}\right)-\frac%{\partial\mathcal{L}}{\partial q_{j}}=0\,.			
337	0	generalized momentum	E=\frac{p^{2}}{2m}			
337	0	generalized momentum	M_{-\infty}(x_{1},\dots,x_{n})=\frac{1}{M_{\infty}(1/x_{1},\dots,1/x_{n})}.			
337	1	generalized momentum	\mathbf{p}=m\mathbf{v}			
337	0	generalized momentum	\mathbf{L}=\mathbf{r}\times\mathbf{p}			
337	0	generalized momentum	\scriptstyle\mathbf{L}=\hbar			
337	0	generalized momentum	p=\frac{mv}{\sqrt{1-\frac{v^{2}}{c^{2}}}}			
337	0	generalized momentum	p=mv.			
337	0	generalized momentum	\mathbf{F}=q(\mathbf{E}+\mathbf{v}\times\mathbf{B}).			
337	0	generalized momentum	\mathbf{g}=\frac{\mathbf{S}}{c^{2}}\,.			
338	0	gravitational acceleration	U=0			
338	0	gravitational acceleration	\mathbf{g}=-\mu\frac{\hat{\mathbf{R}}}{|\mathbf{R}|^{2}}			
338	2	gravitational acceleration	g=-G\cdot M/r^{2}+\omega^{2}\cdot r			
338	1	gravitational acceleration	a=\frac{M}{m}g.			
338	1	gravitational acceleration	\mathbf{F}_{\text{AB}}=-GM_{\text{A}}M_{\text{B}}\frac{\hat{\mathbf{R}}_{\text%{AB}}}{|\mathbf{R}_{\text{AB}}|^{2}}			
338	1	gravitational acceleration	F=Mg			
338	1	gravitational acceleration	\mathbf{F}=m\mathbf{g}			
338	0	gravitational acceleration	A^{3}=\frac{GM_{\odot}D^{2}}{k^{2}}			
338	0	gravitational acceleration	\mathbf{\hat{r}}=\mathbf{\frac{r}{|r|}}			
338	0	gravitational acceleration	{R(r+dr)-R(r)\over R}={dr\over r}=gdr\,			
339	0	gravitational force	U=0			
339	0	gravitational force	\theta=\tan^{-1}\bigg(\frac{\text{Rise}}{\text{Run}}\bigg)\,			
339	1	gravitational force	F=Mg			
339	1	gravitational force	N=mg\,			
339	1	gravitational force	\mathbf{g}=-\mu\frac{\hat{\mathbf{R}}}{|\mathbf{R}|^{2}}			
339	1	gravitational force	\mathbf{F}_{\text{AB}}=-GM_{\text{A}}M_{\text{B}}\frac{\hat{\mathbf{R}}_{\text%{AB}}}{|\mathbf{R}_{\text{AB}}|^{2}}			
339	0	gravitational force	U=-\frac{GMm}{r},			
339	1	gravitational force	\vec{F}=m\vec{g}			
339	0	gravitational force	\text{MA}=\frac{F_{w}}{F_{i}}=\frac{1}{\sin\theta}\,			
339	0	gravitational force	\phi=\tan^{-1}\mu\,			
340	0	gravitational potential	U=0			
340	2	gravitational potential	U=-\frac{GMm}{r},			
340	0	gravitational potential	V=0			
340	0	gravitational potential	E=\frac{\hbar^{2}\pi^{2}n^{2}}{2mL^{2}}=\frac{n^{2}h^{2}}{8mL^{2}}.			
340	0	gravitational potential	{dR\over dx}=g=-{dV\over dx}\,			
340	0	gravitational potential	\mathbf{g}=-\mu\frac{\hat{\mathbf{R}}}{|\mathbf{R}|^{2}}			
340	2	gravitational potential	U=-m\sum G\frac{M}{r}			
340	0	gravitational potential	U_{\mathbf{E}}=q\,V.\,			
340	0	gravitational potential	\nabla^{2}V=-\frac{\rho}{\varepsilon_{0}}			
340	0	gravitational potential	a=\frac{M}{m}g.			
341	0	hamiltonian operator	\textstyle\rho=|i\rang\lang i|			
341	0	hamiltonian operator	\mathbf{p}={\hbar\over i}\nabla=-i\hbar\nabla\,,			
341	0	hamiltonian operator	\mathbf{p}=\mathbf{P}−q\mathbf{A}			
341	0	hamiltonian operator	M_{fi}=\langle f|U|i\rangle.			
341	0	hamiltonian operator	E_{\mathrm{tot}}=\sum_{k}E_{k}N_{k}			
341	0	hamiltonian operator	(A\cup B)^{c}=A^{c}\cap B^{c}			
341	0	hamiltonian operator	\int F(x)\delta_{\alpha}(x)=F(0)			
341	0	hamiltonian operator	\int_{U}A\varphi(x)\cdot\psi(x)\,dx=\int_{U}\varphi(x)\cdot A^{t}\psi(x)\,dx%\qquad\text{for all}\ \varphi,\psi\in D(U).			
341	0	hamiltonian operator	[A\varphi](t)=t\varphi(t).\			
341	0	hamiltonian operator	\mathbf{p}\psi(p)=p\psi(p)\,,			
342	0	hamilton-jacobi equation	Ax+By=C,\,			
342	0	hamilton-jacobi equation	x=-3			
342	0	hamilton-jacobi equation	2x+4=12			
342	0	hamilton-jacobi equation	C=\frac{V_{c}^{2}}{9}			
342	0	hamilton-jacobi equation	\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=-1			
342	0	hamilton-jacobi equation	E=\frac{mc^{2}}{\sqrt{1-\frac{v^{2}}{c^{2}}}}.			
342	0	hamilton-jacobi equation	\log(k)=s_{E}s_{N}(N+E)			
342	0	hamilton-jacobi equation	x^{2}-ny^{2}=1			
342	0	hamilton-jacobi equation	{\alpha}=\frac{\tau}{I}.			
342	0	hamilton-jacobi equation	x^{2}\frac{d^{2}y}{dx^{2}}+[x^{2}-n(n+1)]y=0.			
343	0	'hooke''s law'	P_{\text{estimated}}=\frac{\frac{1}{SU}-1}{\frac{1}{NP}-1}			
343	0	'hooke''s law'	\frac{{\tan\theta_{1}}}{{\tan\theta_{2}}}=\frac{{\mu_{r2}}}{{\mu_{r1}}}			
343	0	'hooke''s law'	v_{r}=HD\ .			
343	0	'hooke''s law'	\mathbf{F}=q\,\mathbf{E}(\mathbf{r},\ t)+q\,\mathbf{v}\times\mathbf{B}(\mathbf%{r},\ t).			
343	0	'hooke''s law'	pV=nRT\,			
343	0	'hooke''s law'	\ T=0			
343	0	'hooke''s law'	P_{1}V_{1}=P_{2}V_{2}.			
343	0	'hooke''s law'	k_{\rm C}/k_{\rm A}=c^{2}			
343	0	'hooke''s law'	k_{\rm C}=1			
343	0	'hooke''s law'	\mathbf{F}=m\mathbf{a}			
344	0	jerk	J\left(\overset{...}{x},\ddot{x},\dot{x},x\right)=0			
