GoldID	Score	Name	Formula	(Score,Rank)	DCG	nDCG
316	0	centripetal acceleration	\sigma=\overline{\sigma_{S}}\hbar			
316	0	centripetal acceleration	S_{q}=0			
317	0	centripetal force	L=50			
317	0	centripetal force	D=8			
317	0	centripetal force	g=2			
317	0	centripetal force	p=0			
317	0	centripetal force	t=0			
317	0	centripetal force	F(u)=1/u^{\alpha}			
317	0	centripetal force	r=0			
317	0	centripetal force	L=500			
317	0	centripetal force	N=2			
317	0	centripetal force	D=4			
318	0	circumference	{\cal N}=1			
318	0	circumference	\alpha=1			
318	0	circumference	N=5			
318	0	circumference	i=1,\ldots,n			
318	0	circumference	\beta=1/T			
318	0	circumference	r=R_{2}			
318	0	circumference	r=r_{+}			
318	0	circumference	{\cal N}=4			
318	0	circumference	R=Na			
318	0	circumference	2\pi R=N/v			
319	0	conservation of energy	N=2			
319	0	conservation of energy	N=1			
319	0	conservation of energy	{\cal N}=4			
319	0	conservation of energy	{\cal N}=2			
319	0	conservation of energy	w=-1			
319	0	conservation of energy	E=0			
319	0	conservation of energy	t=0			
319	0	conservation of energy	T=0			
319	0	conservation of energy	{\cal N}=1			
319	0	conservation of energy	r=0			
320	0	conservation of momentum	r=0			
320	0	conservation of momentum	J=0			
320	0	conservation of momentum	p=0			
320	0	conservation of momentum	k=0			
320	0	conservation of momentum	t=0			
320	0	conservation of momentum	L=0			
320	0	conservation of momentum	N=1			
320	0	conservation of momentum	D=4			
320	0	conservation of momentum	m=0			
320	0	conservation of momentum	l=0			
321	0	damping	\epsilon=0.1			
321	0	damping	\alpha=0			
321	0	damping	l=m=2			
321	0	damping	{\mathcal{N}}=4			
321	0	damping	\xi=10.4			
321	0	damping	m=0			
321	0	damping	\rho=0			
321	0	damping	s=0.3			
321	0	damping	\beta=0			
321	0	damping	m_{T}=0			
322	0	dirac equation	N=2			
322	0	dirac equation	p=\rho			
322	0	dirac equation	N=1			
322	0	dirac equation	N=4			
322	0	dirac equation	m=0			
322	0	dirac equation	x=0			
322	0	dirac equation	t=0			
322	0	dirac equation	k=0			
322	0	dirac equation	D=4			
322	0	dirac equation	n=2			
323	0	dirac equation in curved spacetime	N=2			
323	0	dirac equation in curved spacetime	N=1			
323	0	dirac equation in curved spacetime	r=0			
323	0	dirac equation in curved spacetime	D=4			
323	0	dirac equation in curved spacetime	d=4			
323	0	dirac equation in curved spacetime	t=0			
323	0	dirac equation in curved spacetime	N=4			
323	0	dirac equation in curved spacetime	p=\rho			
323	0	dirac equation in curved spacetime	k=0			
323	0	dirac equation in curved spacetime	m=0			
324	0	elastic energy	N=2			
324	0	elastic energy	N=1			
324	0	elastic energy	{\cal N}=4			
324	0	elastic energy	{\cal N}=2			
324	0	elastic energy	w=-1			
324	0	elastic energy	E=0			
324	0	elastic energy	{\cal N}=1			
324	0	elastic energy	T=0			
324	0	elastic energy	t=0			
324	0	elastic energy	D=4			
325	0	electromagnetic force	D=2+1			
325	0	electromagnetic force	r=0			
325	0	electromagnetic force	N=2			
325	0	electromagnetic force	g=2			
325	0	electromagnetic force	{\cal N}=2			
325	0	electromagnetic force	D=8			
325	0	electromagnetic force	\hbar=c=1			
325	0	electromagnetic force	D=4			
325	0	electromagnetic force	{\cal N}=4			
325	0	electromagnetic force	L=50			
326	0	electrostatic force	L=50			
326	0	electrostatic force	D=8			
326	0	electrostatic force	g=2			
326	0	electrostatic force	p=0			
326	0	electrostatic force	t=0			
326	0	electrostatic force	F(u)=1/u^{\alpha}			
326	0	electrostatic force	r=0			
326	0	electrostatic force	L=500			
326	0	electrostatic force	N=2			
326	0	electrostatic force	D=4			
327	0	energy-momentum relation	{\cal N}=2			
327	0	energy-momentum relation	N=2			
327	0	energy-momentum relation	{\cal N}=4			
327	0	energy-momentum relation	N=1			
327	0	energy-momentum relation	\mathcal{N}=2			
327	0	energy-momentum relation	Tr\gamma_{5}=0			
327	0	energy-momentum relation	D=2			
327	0	energy-momentum relation	c=1			
327	0	energy-momentum relation	{\cal N}=1			
327	0	energy-momentum relation	r=0			
328	0	escape velocity	c=1			
328	0	escape velocity	D=5			
328	0	escape velocity	T=0			
328	0	escape velocity	n=2			
328	0	escape velocity	t=0			
328	0	escape velocity	\upsilon=0.4			
328	0	escape velocity	f=0			
328	0	escape velocity	v_{particle}={dE/dp}			
328	0	escape velocity	\tau=0			
328	0	escape velocity	\lambda=1			
329	0	euler-lagrange equation	N=2			
329	0	euler-lagrange equation	p=\rho			
329	0	euler-lagrange equation	N=1			
329	0	euler-lagrange equation	x=0			
329	0	euler-lagrange equation	m=0			
329	0	euler-lagrange equation	N=4			
329	0	euler-lagrange equation	d=4			
329	0	euler-lagrange equation	k=0			
329	0	euler-lagrange equation	n=2			
329	0	euler-lagrange equation	m=2			
330	0	force	L=50			
330	0	force	D=8			
330	0	force	g=2			
330	0	force	p=0			
330	0	force	t=0			
330	0	force	F(u)=1/u^{\alpha}			
330	0	force	r=0			
330	0	force	L=500			
330	0	force	N=2			
330	0	force	D=4			
333	0	free fall	{\cal N}=4			
333	0	free fall	c=1			
333	0	free fall	N=1			
333	0	free fall	N=2			
333	0	free fall	t=0			
333	0	free fall	D=4			
333	0	free fall	=			
333	0	free fall	\sqrt{s}_{\mathrm{min}}=			
333	0	free fall	r=0			
333	0	free fall	T=0			
334	0	frequency	l=m=2			
334	0	frequency	m=0			
334	0	frequency	\omega=1			
334	0	frequency	t=0			
334	0	frequency	D=4			
334	0	frequency	\omega=0			
334	0	frequency	E=E(Q)			
334	0	frequency	\omega_{R}=m			
334	0	frequency	n=0			
334	0	frequency	D=5			
335	0	friction	d=1			
335	0	friction	d=2			
335	0	friction	{\tilde{c}}=0.23			
335	0	friction	\Gamma=0			
335	0	friction	\Phi=0			
335	0	friction	R=0			
335	0	friction	d=4			
335	0	friction	\dot{\mathcal{F}}^{a}=-V^{a}/V			
335	0	friction	\iota_{2}\iota_{3}+\iota_{4}=0			
335	0	friction	\eta(\langle\Phi\rangle_{h=0})			
336	0	galilean transformation	N=1			
336	0	galilean transformation	N=2			
336	0	galilean transformation	D=4			
336	0	galilean transformation	{\cal N}=4			
336	0	galilean transformation	\lambda=0			
336	0	galilean transformation	D=9			
336	0	galilean transformation	\mathcal{N}=4			
336	0	galilean transformation	N=4			
336	0	galilean transformation	n=2			
336	0	galilean transformation	d=1			
337	0	generalized momentum	N=2			
337	0	generalized momentum	N=1			
337	0	generalized momentum	r=0			
337	0	generalized momentum	D=4			
337	0	generalized momentum	D=5			
337	0	generalized momentum	J=0			
337	0	generalized momentum	N=4			
337	0	generalized momentum	p=0			
337	0	generalized momentum	k=0			
337	0	generalized momentum	m=2			
338	0	gravitational acceleration	D=4			
338	0	gravitational acceleration	{\cal N}=2			
338	0	gravitational acceleration	{\cal N}=4			
338	0	gravitational acceleration	t=0			
338	0	gravitational acceleration	l=m=2			
338	0	gravitational acceleration	N=1			
338	0	gravitational acceleration	{\cal N}=1			
338	0	gravitational acceleration	c=1			
338	0	gravitational acceleration	\Lambda=0			
338	0	gravitational acceleration	k=0			
339	0	gravitational force	D=4			
339	0	gravitational force	{\cal N}=2			
339	0	gravitational force	{\cal N}=4			
339	0	gravitational force	N=1			
339	0	gravitational force	l=m=2			
339	0	gravitational force	{\cal N}=1			
339	0	gravitational force	c=1			
339	0	gravitational force	r=0			
339	0	gravitational force	\Lambda=0			
339	0	gravitational force	N=4			
340	0	gravitational potential	N=1			
340	0	gravitational potential	N=2			
340	0	gravitational potential	\phi=0			
340	0	gravitational potential	{\cal N}=1			
340	0	gravitational potential	T=0			
340	0	gravitational potential	D=4			
340	0	gravitational potential	{\cal N}=2			
340	0	gravitational potential	{\cal N}=4			
340	0	gravitational potential	x=0			
340	0	gravitational potential	r=0			
341	0	hamiltonian operator	N=2			
341	0	hamiltonian operator	{\cal N}=4			
341	0	hamiltonian operator	N=4			
341	0	hamiltonian operator	N=1			
341	0	hamiltonian operator	t=0			
341	0	hamiltonian operator	c=1			
341	0	hamiltonian operator	A_{0}=0			
341	0	hamiltonian operator	\lambda=0			
341	0	hamiltonian operator	N=3			
341	0	hamiltonian operator	T=0			
342	0	hamilton-jacobi equation	N=2			
342	0	hamilton-jacobi equation	p=\rho			
342	0	hamilton-jacobi equation	N=1			
342	0	hamilton-jacobi equation	x=0			
342	0	hamilton-jacobi equation	m=0			
342	0	hamilton-jacobi equation	N=4			
342	0	hamilton-jacobi equation	d=4			
342	0	hamilton-jacobi equation	k=0			
342	0	hamilton-jacobi equation	n=2			
342	0	hamilton-jacobi equation	m=2			
343	0	hooke's law	T=0			
343	0	hooke's law	N=2			
343	0	hooke's law	N=1			
343	0	hooke's law	{\cal N}=4			
343	0	hooke's law	N=4			
343	0	hooke's law	t=0			
343	0	hooke's law	{\cal N}{=}1			
343	0	hooke's law	A_{0}=0			
343	0	hooke's law	n=2			
343	0	hooke's law	D=4			
344	0	jerk	j=1			
344	0	jerk	(2|s\rangle\langle s|-1)U_{b}|s\rangle=-U_{s}U_{b}|s\rangle			
344	0	jerk	j_{0}=\Omega_{C}+\Omega_{X}=1			
345	0	kinetic energy	N=2			
345	0	kinetic energy	N=1			
345	0	kinetic energy	{\cal N}=4			
345	0	kinetic energy	{\cal N}=2			
345	0	kinetic energy	w=-1			
345	0	kinetic energy	{\cal N}=1			
345	0	kinetic energy	E=0			
345	0	kinetic energy	T=0			
345	0	kinetic energy	t=0			
345	0	kinetic energy	d=2			
346	0	lagrangian operator	N=1			
346	0	lagrangian operator	N=2			
346	0	lagrangian operator	{\cal N}=4			
346	0	lagrangian operator	D=4			
346	0	lagrangian operator	c=1			
346	0	lagrangian operator	=			
346	0	lagrangian operator	t=0			
346	0	lagrangian operator	{\cal N}=1			
346	0	lagrangian operator	N=4			
346	0	lagrangian operator	\lambda=0			
347	0	lorentz factor	N=2			
347	0	lorentz factor	N{=}2			
347	0	lorentz factor	k=0			
347	0	lorentz factor	t=0			
347	0	lorentz factor	{\cal N}=2			
347	0	lorentz factor	V(r)=-A_{1}/r+kr			
347	0	lorentz factor	\nu=1			
347	0	lorentz factor	N=1			
347	0	lorentz factor	D=3			
347	0	lorentz factor	z=0			
348	0	lorentz force	N=2			
348	0	lorentz force	N{=}2			
348	0	lorentz force	V(r)=-A_{1}/r+kr			
348	0	lorentz force	{\cal N}=2			
348	0	lorentz force	\partial_{\mu}A^{\mu}=0			
348	0	lorentz force	D=4			
348	0	lorentz force	N=1			
348	0	lorentz force	D=3			
348	0	lorentz force	\nu=\infty			
348	0	lorentz force	g=2			
349	0	lorentz transformation	N=1			
349	0	lorentz transformation	N=2			
349	0	lorentz transformation	D=4			
349	0	lorentz transformation	N{=}2			
349	0	lorentz transformation	{\cal N}=2			
349	0	lorentz transformation	N=4			
349	0	lorentz transformation	{\cal N}=4			
349	0	lorentz transformation	\lambda=0			
349	0	lorentz transformation	D=9			
349	0	lorentz transformation	\mathcal{N}=4			
350	0	mass-energy equivalence	N=2			
350	0	mass-energy equivalence	{\rm\,KP}_{\ell=1}\,			
350	0	mass-energy equivalence	{\cal N}=1^{*}			
350	0	mass-energy equivalence	d=1			
350	0	mass-energy equivalence	{\cal N}=4			
350	0	mass-energy equivalence	T=0			
350	0	mass-energy equivalence	N=4			
350	0	mass-energy equivalence	{\cal{N}}=4			
350	0	mass-energy equivalence	\boldsymbol{F}=(F_{1},F_{2})			
350	0	mass-energy equivalence	N=1			
351	0	mechanical impedance	N=2			
351	0	mechanical impedance	p=\rho			
351	0	mechanical impedance	N=1			
351	0	mechanical impedance	{\cal N}=1^{*}			
351	0	mechanical impedance	x=0			
351	0	mechanical impedance	{\cal N}=1			
351	0	mechanical impedance	{\mathcal{N}}=1			
351	0	mechanical impedance	{\cal N}=4			
351	0	mechanical impedance	D=10			
351	0	mechanical impedance	D=4			
352	0	moment of inertia	t=0			
352	0	moment of inertia	a=a_{H}			
352	0	moment of inertia	=			
352	0	moment of inertia	E_{I}=0			
352	0	moment of inertia	g=2			
352	0	moment of inertia	\tau=0			
352	0	moment of inertia	N=2			
352	0	moment of inertia	X^{0}=0			
352	0	moment of inertia	t=t_{0}			
352	0	moment of inertia	\epsilon=0			
353	0	momentum	r=0			
353	0	momentum	J=0			
353	0	momentum	p=0			
353	0	momentum	k=0			
353	0	momentum	L=0			
353	0	momentum	N=1			
353	0	momentum	m=0			
353	0	momentum	l=0			
353	0	momentum	D=4			
353	0	momentum	t=0			
354	0	newton's second law of motion	N=2			
354	0	newton's second law of motion	N=4			
354	0	newton's second law of motion	N=1			
354	0	newton's second law of motion	T=0			
354	0	newton's second law of motion	r=0			
354	0	newton's second law of motion	N{=}4			
354	0	newton's second law of motion	t=0			
354	0	newton's second law of motion	{\cal N}=4			
354	0	newton's second law of motion	D=5			
354	0	newton's second law of motion	n=2			
355	0	newton's third law of motion	N=2			
355	0	newton's third law of motion	N=4			
355	0	newton's third law of motion	N=1			
355	0	newton's third law of motion	T=0			
355	0	newton's third law of motion	r=0			
355	0	newton's third law of motion	N{=}4			
355	0	newton's third law of motion	t=0			
355	0	newton's third law of motion	{\cal N}=4			
355	0	newton's third law of motion	D=5			
355	0	newton's third law of motion	n=2			
356	0	oscillation	T=0			
356	0	oscillation	\beta=0.1			
356	0	oscillation	\eta=1			
356	0	oscillation	y=R\cos\left(t+\theta\right)			
356	0	oscillation	m_{\nu}=0			
356	0	oscillation	l=2			
356	0	oscillation	C=z(0)			
356	0	oscillation	\rho=3H^{2}M_{\rm P}^{2}			
356	0	oscillation	t=0			
356	0	oscillation	\Delta E=E_{1}-E_{0}			
357	0	pendulum	\gamma=3			
357	0	pendulum	\psi=\pi			
357	0	pendulum	\lambda=1			
357	0	pendulum	C=1			
357	0	pendulum	\theta=0			
357	0	pendulum	L=4			
357	0	pendulum	T=300\,			
357	0	pendulum	m=1			
357	0	pendulum	\mu=0			
357	0	pendulum	\lambda=1/\sqrt{2}			
358	0	power	{\cal N}=2			
358	0	power	x=0			
358	0	power	n=1			
358	0	power	d=2			
358	0	power	d=2+1			
358	0	power	n=4			
358	0	power	p=0			
358	0	power	s=1/2			
358	0	power	\lambda=0			
358	0	power	n=5			
359	0	radial velocity	r=0			
359	0	radial velocity	c=1			
359	0	radial velocity	l=0			
359	0	radial velocity	n=2			
359	0	radial velocity	t=0			
359	0	radial velocity	r=1			
359	0	radial velocity	r=R			
359	0	radial velocity	\lambda=1			
359	0	radial velocity	r=a			
359	0	radial velocity	r=\infty			
360	0	rest energy	N=2			
360	0	rest energy	N=1			
360	0	rest energy	{\cal N}=4			
360	0	rest energy	{\cal N}=2			
360	0	rest energy	w=-1			
360	0	rest energy	t=0			
360	0	rest energy	E=0			
360	0	rest energy	T=0			
360	0	rest energy	{\cal N}=1			
360	0	rest energy	d=2			
361	0	rest mass	m=0			
361	0	rest mass	N=2			
361	0	rest mass	n=1			
361	0	rest mass	t=0			
361	0	rest mass	T=0			
361	0	rest mass	{\cal N}=4			
361	0	rest mass	M=0			
361	0	rest mass	{\cal N}=2			
361	0	rest mass	z=0			
361	0	rest mass	\mu=0			
362	0	rossby number	N=2			
362	0	rossby number	n=1			
362	0	rossby number	N=1			
362	0	rossby number	N=4			
362	0	rossby number	D=4			
362	0	rossby number	k=1			
362	0	rossby number	d=4			
362	0	rossby number	n=0			
362	0	rossby number	d=2			
362	0	rossby number	c=1			
363	0	speed	c=1			
363	0	speed	D=4			
363	0	speed	\xi=0			
363	0	speed	A_{0}=0			
363	0	speed	g=2			
363	0	speed	{\cal N}=4			
363	0	speed	t=0			
363	0	speed	v=v_{0}			
363	0	speed	c_{g}=c			
363	0	speed	t=t_{c}			
364	0	speed of light	c=1			
364	0	speed of light	{\cal N}=1			
364	0	speed of light	N=1			
364	0	speed of light	D=4			
364	0	speed of light	t=0			
364	0	speed of light	{\cal N}=2			
364	0	speed of light	{\cal N}=4			
364	0	speed of light	N=2			
364	0	speed of light	N=8			
364	0	speed of light	N\!\!=\!1			
365	0	sphere	N=2			
365	0	sphere	D=11			
365	0	sphere	k=0			
365	0	sphere	\epsilon=+1			
365	0	sphere	c=1/2			
365	0	sphere	k=1			
365	0	sphere	r=R			
365	0	sphere	r=a			
365	0	sphere	\epsilon=-1			
365	0	sphere	k=-1			
366	0	spherical pendulum	k=1			
366	0	spherical pendulum	r=0			
366	0	spherical pendulum	X=0			
366	0	spherical pendulum	\tilde{k}=0			
366	0	spherical pendulum	l=1			
366	0	spherical pendulum	k=0			
366	0	spherical pendulum	l=0			
366	0	spherical pendulum	D=10			
366	0	spherical pendulum	N=1			
366	0	spherical pendulum	j=0			
367	0	stokes' law	T=0			
367	0	stokes' law	N=2			
367	0	stokes' law	N=1			
367	0	stokes' law	{\cal N}=4			
367	0	stokes' law	N=4			
367	0	stokes' law	t=0			
367	0	stokes' law	{\cal N}{=}1			
367	0	stokes' law	A_{0}=0			
367	0	stokes' law	n=2			
367	0	stokes' law	D=4			
368	0	stress	N=2			
368	0	stress	d=4			
368	0	stress	x=1			
368	0	stress	T^{\mu}_{\mu}=\frac{R}{24\pi}			
368	0	stress	N=4			
368	0	stress	t=0			
368	0	stress	m=0			
368	0	stress	N=0			
368	0	stress	K=0			
368	0	stress	\theta=0			
369	0	tangential acceleration	t=0			
369	0	tangential acceleration	k=0			
369	0	tangential acceleration	w=-1			
369	0	tangential acceleration	A=1/\ell			
369	0	tangential acceleration	V=0			
369	0	tangential acceleration	\gamma=1			
369	0	tangential acceleration	p=8			
369	0	tangential acceleration	x=-r_{2}			
369	0	tangential acceleration	\sigma=\overline{\sigma_{S}}\hbar			
369	0	tangential acceleration	S_{q}=0			
370	0	tangential velocity	c=1			
370	0	tangential velocity	n=2			
370	0	tangential velocity	t=0			
370	0	tangential velocity	\upsilon=0.4			
370	0	tangential velocity	f=0			
370	0	tangential velocity	v_{particle}={dE/dp}			
370	0	tangential velocity	\tau=0			
370	0	tangential velocity	\lambda=1			
370	0	tangential velocity	A_{0}=0			
370	0	tangential velocity	v=dE(p)/dp			
371	0	torque	z=0			
371	0	torque	\beta=\lambda=1			
371	0	torque	w=1.5a,2.5a,5a			
371	0	torque	\psi=\pi			
371	0	torque	A=B=C			
371	0	torque	s^{a}=0			
371	0	torque	f=(1/2)\kappa^{2}			
371	0	torque	f=\kappa^{2}\tau			
371	0	torque	{\bf T}={\bf Z}_{(1)}			
371	0	torque	G^{z}=-(2/3)JB^{2}M\sin^{2}\gamma			
372	0	uniform motion	N=2			
372	0	uniform motion	N=4			
372	0	uniform motion	r=0			
372	0	uniform motion	N{=}4			
372	0	uniform motion	N=1			
372	0	uniform motion	D=5			
372	0	uniform motion	t=0			
372	0	uniform motion	d=4			
372	0	uniform motion	x=0			
372	0	uniform motion	V=0			
373	0	velocity	c=1			
373	0	velocity	n=2			
373	0	velocity	t=0			
373	0	velocity	\upsilon=0.4			
373	0	velocity	f=0			
373	0	velocity	v_{particle}={dE/dp}			
373	0	velocity	\tau=0			
373	0	velocity	\lambda=1			
373	0	velocity	A_{0}=0			
373	0	velocity	v=dE(p)/dp			
374	0	wavenumber	k=aH			
374	0	wavenumber	f(z)=\delta(z-1)			
374	0	wavenumber	m=1			
374	0	wavenumber	\kappa=k/a			
374	0	wavenumber	k=k_{M}			
374	0	wavenumber	\omega=0			
374	0	wavenumber	k=10^{2}			
374	0	wavenumber	k=2\pi/\lambda			
374	0	wavenumber	{\bf k}=(17,0)			
374	0	wavenumber	{\bf k}=(25,0)			
375	0	work	N=2			
375	0	work	{\cal N}=2			
375		work	N=1			
375		work	N=4			
375		work	{\cal N}=1			
375		work	\Lambda=0			
375		work	\mathcal{N}=2			
375		work	D=4			
375		work	N{=}2			
375		work	c=1			
